Timestamp,Price
100000241,26.21
100000242,26.38
100000243,26.24
100000244,25.89
100000245,25.97
100000246,26.21
100000247,26.47
100000248,26.43
100000249,26.1
100000250,26.35
100000251,26.55
100000252,26.1
100000253,26.57
100000254,26.95
100000255,26.93
100000256,26.3
100000257,25.69
100000258,25.91
100000259,25.65
100000260,25.51
100000261,24.95
100000262,25.36
100000263,24.41
100000264,24.39
100000265,24.57
100000266,24.87
100000267,25.11
100000268,24.5
100000269,24.3
100000270,23.93
100000271,23.34
100000272,22.46
100000273,22.7
100000274,23.29
100000275,23.0
100000276,23.39
100000277,23.65
100000278,23.2
100000279,23.15
100000280,23.17
100000281,23.54
100000282,23.59
100000283,22.72
100000284,23.63
100000285,23.83
100000286,23.33
100000287,22.56
100000288,22.13
100000289,21.95
100000290,21.61
100000291,21.38
100000292,20.87
100000293,21.14
100000294,20.62
100000295,20.89
100000296,21.23
100000297,20.48
100000298,20.24
100000299,20.69
100000300,20.77
100000301,21.21
100000302,21.75
100000303,21.18
100000304,20.97
100000305,21.11
100000306,20.97
100000307,21.13
100000308,21.87
100000309,21.76
100000310,21.87
100000311,21.8
100000312,20.77
100000313,20.35
100000314,20.24
100000315,20.0
100000316,20.39
100000317,20.93
100000318,20.58
100000319,21.1
100000320,20.83
100000321,20.98
100000322,20.78
100000323,20.1
100000324,19.7
100000325,18.86
100000326,19.26
100000327,19.94
100000328,20.39
100000329,20.23
100000330,20.57
100000331,19.59
100000332,20.1
100000333,21.03
100000334,21.36
100000335,21.11
100000336,21.52
100000337,21.55
100000338,21.03
100000339,20.35
100000340,20.23
100000341,20.24
100000342,18.95
100000343,20.41
100000344,20.18
100000345,20.83
100000346,20.84
100000347,21.48
100000348,22.58
100000349,22.31
100000350,22.14
100000351,22.43
100000352,22.92
100000353,23.03
100000354,22.95
100000355,22.25
100000356,22.29
100000357,21.78
100000358,21.78
100000359,22.38
100000360,22.58
100000361,22.75
100000362,21.97
100000363,22.21
100000364,21.95
100000365,20.97
100000366,21.63
100000367,21.51
100000368,21.53
100000369,21.76
100000370,22.39
100000371,22.01
100000372,22.74
100000373,22.72
100000374,22.32
100000375,22.37
100000376,22.05
100000377,22.0
100000378,22.76
100000379,21.81
100000380,21.84
100000381,21.83
100000382,21.68
100000383,21.44
100000384,21.78
100000385,21.48
100000386,20.03
100000387,19.28
100000388,19.12
100000389,19.58
100000390,19.85
100000391,18.77
100000392,19.05
100000393,19.1
100000394,18.84
100000395,18.59
100000396,18.88
100000397,19.02
100000398,18.52
100000399,17.97
100000400,18.03
100000401,18.96
100000402,19.48
100000403,19.78
100000404,19.24
100000405,18.84
100000406,19.17
100000407,19.57
100000408,19.16
100000409,19.08
100000410,18.66
100000411,18.37
100000412,18.87
100000413,18.73
100000414,18.27
100000415,17.52
100000416,17.45
100000417,17.29
100000418,18.02
100000419,17.59
100000420,17.11
100000421,17.43
100000422,17.53
100000423,17.53
100000424,17.61
100000425,17.38
100000426,17.42
100000427,17.8
100000428,17.24
100000429,17.68
100000430,18.22
100000431,17.96
100000432,19.41
100000433,20.35
100000434,19.5
100000435,20.01
100000436,20.38
100000437,19.84
100000438,20.1
100000439,19.86
100000440,20.31
100000441,19.83
100000442,19.33
100000443,20.28
100000444,20.3
100000445,20.68
100000446,21.18
100000447,21.11
100000448,20.9
100000449,21.16
100000450,22.05
100000451,22.13
100000452,22.35
100000453,22.26
100000454,22.43
100000455,22.18
100000456,22.37
100000457,22.86
100000458,23.58
100000459,24.06
100000460,24.29
100000461,25.28
100000462,25.25
100000463,25.17
100000464,24.26
100000465,24.42
100000466,24.77
100000467,25.33
100000468,25.28
100000469,26.44
100000470,26.89
100000471,26.36
100000472,26.57
100000473,26.56
100000474,27.24
100000475,27.26
100000476,26.85
100000477,27.01
100000478,26.75
100000479,25.88
100000480,25.46
100000481,25.54
100000482,25.27
100000483,25.92
100000484,25.27
100000485,24.88
100000486,24.39
100000487,24.47
100000488,25.16
100000489,25.18
100000490,25.08
100000491,25.71
100000492,26.87
100000493,27.07
100000494,26.1
100000495,25.48
100000496,25.75
100000497,25.94
100000498,24.88
100000499,25.13
100000500,25.46
100000501,24.79
100000502,25.61
100000503,25.7
100000504,25.98
100000505,25.71
100000506,26.56
100000507,27.74
100000508,27.84
100000509,28.61
100000510,28.06
100000511,28.1
100000512,27.64
100000513,27.57
100000514,27.12
100000515,26.99
100000516,27.33
100000517,26.52
100000518,25.91
100000519,25.71
100000520,26.03
100000521,26.92
100000522,26.74
100000523,26.72
100000524,26.5
100000525,26.2
100000526,26.28
100000527,26.05
100000528,26.45
100000529,26.36
100000530,26.67
100000531,27.21
100000532,27.59
100000533,27.22
100000534,27.45
100000535,27.81
100000536,27.72
100000537,28.47
100000538,28.4
100000539,28.15
100000540,27.84
100000541,27.99
100000542,28.36
100000543,28.27
100000544,28.79
100000545,29.77
100000546,29.37
100000547,29.72
100000548,30.44
100000549,30.17
100000550,29.56
100000551,29.86
100000552,30.08
100000553,29.75
100000554,30.02
100000555,30.2
100000556,30.13
100000557,30.43
100000558,30.3
100000559,30.59
100000560,29.34
100000561,29.12
100000562,29.16
100000563,28.59
100000564,28.47
100000565,28.17
100000566,28.19
100000567,27.54
100000568,26.89
100000569,26.33
100000570,25.82
100000571,25.26
100000572,25.21
100000573,26.15
100000574,26.58
100000575,25.77
100000576,26.4
100000577,26.74
100000578,26.68
100000579,26.12
100000580,26.93
100000581,26.44
100000582,26.28
100000583,27.12
100000584,27.28
100000585,27.64
100000586,27.64
100000587,27.56
100000588,27.63
100000589,28.3
100000590,28.32
100000591,28.65
100000592,28.02
100000593,28.28
100000594,28.47
100000595,28.53
100000596,29.14
100000597,29.89
100000598,30.43
100000599,30.51
100000600,30.64
100000601,30.76
100000602,31.24
100000603,30.74
100000604,29.94
100000605,30.51
100000606,29.76
100000607,28.73
100000608,29.48
100000609,29.18
100000610,28.33
100000611,28.88
100000612,28.85
100000613,28.69
100000614,28.59
100000615,28.57
100000616,28.75
100000617,28.47
100000618,28.57
100000619,28.57
100000620,27.37
100000621,26.64
100000622,26.12
100000623,26.01
100000624,26.22
100000625,27.13
100000626,26.52
100000627,26.65
100000628,26.91
100000629,27.41
100000630,27.3
100000631,27.46
100000632,27.58
100000633,27.9
100000634,28.18
100000635,26.7
100000636,26.56
100000637,26.69
100000638,25.87
100000639,26.6
100000640,26.4
100000641,26.95
100000642,26.41
100000643,26.35
100000644,26.37
100000645,26.11
100000646,25.7
100000647,25.93
100000648,26.05
100000649,25.89
100000650,26.41
100000651,26.64
100000652,26.46
100000653,25.72
100000654,26.21
100000655,26.25
100000656,25.8
100000657,24.94
100000658,25.74
100000659,25.83
100000660,25.43
100000661,25.29
100000662,24.34
100000663,24.83
100000664,24.93
100000665,25.34
100000666,24.47
100000667,24.63
100000668,24.44
100000669,24.71
100000670,24.76
100000671,24.59
100000672,24.16
100000673,23.91
100000674,23.23
100000675,23.14
100000676,24.12
100000677,24.55
100000678,25.03
100000679,25.2
100000680,25.52
100000681,25.5
100000682,24.99
100000683,24.55
100000684,25.09
100000685,24.79
100000686,24.77
100000687,25.18
100000688,24.97
100000689,25.2
100000690,24.68
100000691,24.51
100000692,24.23
100000693,24.55
100000694,24.82
100000695,25.07
100000696,25.05
100000697,25.29
100000698,24.97
100000699,24.76
100000700,25.11
100000701,25.05
100000702,24.62
100000703,24.62
100000704,25.32
100000705,25.2
100000706,25.2
100000707,25.58
100000708,26.15
100000709,26.34
100000710,26.16
100000711,26.59
100000712,26.27
100000713,27.32
100000714,26.92
100000715,27.33
100000716,26.89
100000717,27.54
100000718,26.34
100000719,25.97
100000720,25.06
100000721,24.5
100000722,24.74
100000723,25.62
100000724,25.22
100000725,25.09
100000726,25.65
100000727,25.51
100000728,25.59
100000729,24.58
100000730,24.85
100000731,24.25
100000732,24.16
100000733,24.14
100000734,23.53
100000735,24.02
100000736,24.21
100000737,24.31
100000738,24.49
100000739,24.01
100000740,23.13
100000741,23.84
100000742,24.17
100000743,25.19
100000744,25.11
100000745,24.69
100000746,24.46
100000747,24.18
100000748,24.12
100000749,23.46
100000750,22.73
100000751,22.65
100000752,22.85
100000753,22.71
100000754,23.25
100000755,23.28
100000756,23.05
100000757,23.16
100000758,23.3
100000759,24.12
100000760,23.44
100000761,23.84
100000762,23.01
100000763,21.91
100000764,21.1
100000765,21.33
100000766,21.62
100000767,22.16
100000768,21.22
100000769,20.76
100000770,20.21
100000771,19.71
100000772,19.33
100000773,18.9
100000774,19.23
100000775,19.09
100000776,18.92
100000777,18.72
100000778,18.95
100000779,19.21
100000780,19.69
100000781,19.86
100000782,20.31
100000783,21.22
100000784,21.26
100000785,20.76
100000786,19.99
100000787,19.47
100000788,19.5
100000789,20.39
100000790,20.17
100000791,21.1
100000792,21.14
100000793,20.59
100000794,20.18
100000795,20.0
100000796,20.01
100000797,19.83
100000798,19.84
100000799,20.63
100000800,21.17
100000801,21.1
100000802,20.08
100000803,20.21
100000804,20.33
100000805,20.82
100000806,20.82
100000807,20.17
100000808,20.13
100000809,20.27
100000810,19.62
100000811,19.34
100000812,18.78
100000813,19.68
100000814,19.16
100000815,18.86
100000816,18.96
100000817,18.73
100000818,18.77
100000819,18.65
100000820,18.73
100000821,19.13
100000822,19.3
100000823,19.69
100000824,19.68
100000825,19.69
100000826,19.4
100000827,19.13
100000828,18.8
100000829,19.05
100000830,19.52
100000831,19.83
100000832,20.19
100000833,20.24
100000834,19.98
100000835,20.61
100000836,20.7
100000837,19.66
100000838,19.56
100000839,19.33
100000840,19.27
100000841,18.42
100000842,18.62
100000843,18.38
100000844,19.0
100000845,18.07
100000846,18.65
100000847,18.47
100000848,18.7
100000849,18.26
100000850,18.46
100000851,17.79
100000852,18.04
100000853,17.62
100000854,16.84
100000855,16.99
100000856,17.27
100000857,17.15
100000858,17.51
100000859,18.32
100000860,18.85
100000861,18.3
100000862,17.25
100000863,16.94
100000864,16.33
100000865,16.91
100000866,16.68
100000867,16.13
100000868,16.67
100000869,16.82
100000870,16.59
100000871,17.59
100000872,17.8
100000873,17.1
100000874,16.35
100000875,15.93
100000876,16.47
100000877,17.3
100000878,17.27
100000879,16.98
100000880,17.34
100000881,18.02
100000882,17.18
100000883,16.99
100000884,17.32
100000885,17.79
100000886,17.58
100000887,17.76
100000888,18.48
100000889,17.29
100000890,17.61
100000891,18.38
100000892,18.05
100000893,17.69
100000894,17.14
100000895,17.11
100000896,17.42
100000897,16.96
100000898,17.28
100000899,18.0
100000900,18.62
100000901,19.65
100000902,19.88
100000903,19.97
100000904,20.53
100000905,19.98
100000906,19.44
100000907,19.16
100000908,18.57
100000909,18.96
100000910,19.04
100000911,18.78
100000912,17.79
100000913,17.27
100000914,18.0
100000915,18.99
100000916,19.87
100000917,20.0
100000918,19.4
100000919,19.06
100000920,19.44
100000921,20.6
100000922,21.0
100000923,21.0
100000924,21.07
100000925,20.45
100000926,19.74
100000927,19.4
100000928,19.34
100000929,18.82
100000930,19.67
100000931,19.26
100000932,19.15
100000933,18.72
100000934,18.14
100000935,17.75
100000936,18.57
100000937,18.86
100000938,18.86
100000939,18.74
100000940,19.35
100000941,19.49
100000942,19.34
100000943,19.56
100000944,19.08
100000945,18.87
100000946,19.54
100000947,20.51
100000948,19.99
100000949,19.89
100000950,19.99
100000951,19.92
100000952,20.43
100000953,19.89
100000954,20.06
100000955,20.49
100000956,21.39
100000957,20.75
100000958,20.69
100000959,20.84
100000960,20.74
100000961,20.25
100000962,19.55
100000963,20.02
100000964,20.31
100000965,20.92
100000966,20.47
100000967,20.2
100000968,21.07
100000969,21.53
100000970,21.92
100000971,22.23
100000972,21.26
100000973,21.84
100000974,20.98
100000975,20.65
100000976,20.81
100000977,20.9
100000978,20.68
100000979,20.67
100000980,20.62
100000981,20.89
100000982,21.13
100000983,21.21
100000984,21.45
100000985,21.58
100000986,21.73
100000987,21.96
100000988,21.89
100000989,21.83
100000990,22.34
100000991,22.03
100000992,21.46
100000993,21.75
100000994,21.99
100000995,22.54
100000996,22.58
100000997,22.7
100000998,22.57
100000999,21.84
100001000,21.74
