Timestamp,Price
100000129,20.46
100000130,20.42
100000131,20.27
100000132,20.29
100000133,20.2
100000134,20.25
100000135,20.17
100000136,20.34
100000137,20.27
100000138,20.25
100000139,20.34
100000140,20.22
100000141,20.26
100000142,20.4
100000143,20.25
100000144,20.27
100000145,20.31
100000146,20.4
100000147,20.29
100000148,20.16
100000149,20.23
100000150,20.27
100000151,20.3
100000152,20.34
100000153,20.29
100000154,20.32
100000155,20.36
100000156,20.3
100000157,20.49
100000158,20.55
100000159,20.44
100000160,20.52
100000161,20.43
100000162,20.52
100000163,20.65
100000164,20.57
100000165,20.68
100000166,20.73
100000167,20.82
100000168,21.02
100000169,21.01
100000170,20.94
100000171,20.86
100000172,20.79
100000173,20.79
100000174,20.84
100000175,20.88
100000176,20.97
100000177,20.98
100000178,21.14
100000179,21.12
100000180,21.4
100000181,21.47
100000182,21.4
100000183,21.3
100000184,21.36
100000185,21.35
100000186,21.43
100000187,21.49
100000188,21.49
100000189,21.41
100000190,21.27
100000191,21.24
100000192,21.33
100000193,21.36
100000194,21.25
100000195,21.28
100000196,21.33
100000197,21.25
100000198,21.27
100000199,21.29
100000200,21.18
100000201,21.23
100000202,21.3
100000203,21.41
100000204,21.53
100000205,21.4
100000206,21.32
100000207,21.38
100000208,21.44
100000209,21.5
100000210,21.9
100000211,21.97
100000212,22.09
100000213,22.19
100000214,22.27
100000215,22.25
100000216,22.33
100000217,22.27
100000218,22.25
100000219,22.21
100000220,22.23
100000221,22.47
100000222,22.3
100000223,22.38
100000224,22.22
100000225,22.19
100000226,22.31
100000227,22.32
100000228,22.22
100000229,22.16
100000230,22.24
100000231,22.18
100000232,22.21
100000233,22.22
100000234,22.17
100000235,22.39
100000236,22.47
100000237,22.27
100000238,22.3
100000239,22.25
100000240,22.34
100000241,22.27
100000242,22.27
100000243,22.33
100000244,22.43
100000245,22.32
100000246,22.3
100000247,22.26
100000248,22.2
100000249,22.39
100000250,22.44
100000251,22.32
100000252,22.43
100000253,22.65
100000254,22.76
100000255,22.62
100000256,22.58
100000257,22.72
100000258,22.66
100000259,22.71
100000260,22.8
100000261,22.72
100000262,22.72
100000263,22.41
100000264,22.31
100000265,22.3
100000266,22.18
100000267,22.36
100000268,22.22
100000269,22.19
100000270,22.21
100000271,22.37
100000272,22.23
100000273,22.36
100000274,22.37
100000275,22.28
100000276,22.34
100000277,22.37
100000278,22.32
100000279,22.33
100000280,22.31
100000281,22.33
100000282,22.4
100000283,22.57
100000284,22.46
100000285,22.68
100000286,22.5
100000287,22.49
100000288,22.56
100000289,22.6
100000290,22.55
100000291,22.54
100000292,22.5
100000293,22.45
100000294,22.54
100000295,22.59
100000296,22.53
100000297,22.63
100000298,22.67
100000299,22.76
100000300,22.83
100000301,22.76
100000302,22.71
100000303,22.8
100000304,22.87
100000305,22.88
100000306,22.9
100000307,23.04
100000308,22.99
100000309,23.05
100000310,23.04
100000311,23.03
100000312,23.15
100000313,23.24
100000314,23.34
100000315,23.48
100000316,23.49
100000317,23.57
100000318,23.54
100000319,23.59
100000320,23.58
100000321,23.6
100000322,23.67
100000323,23.6
100000324,23.82
100000325,23.73
100000326,23.62
100000327,23.74
100000328,23.83
100000329,23.91
100000330,23.98
100000331,23.99
100000332,23.91
100000333,23.93
100000334,23.87
100000335,23.98
100000336,23.97
100000337,23.9
100000338,23.88
100000339,23.93
100000340,23.88
100000341,23.81
100000342,23.84
100000343,23.88
100000344,23.84
100000345,23.8
100000346,23.83
100000347,23.7
100000348,23.57
100000349,23.51
100000350,23.49
100000351,23.54
100000352,23.69
100000353,23.79
100000354,23.78
100000355,23.79
100000356,23.7
100000357,23.71
100000358,23.69
100000359,23.73
100000360,23.66
100000361,23.72
100000362,23.88
100000363,23.88
100000364,23.93
100000365,24.01
100000366,23.98
100000367,24.02
100000368,24.03
100000369,24.05
100000370,23.98
100000371,23.99
100000372,24.05
100000373,24.21
100000374,24.31
100000375,24.54
100000376,24.47
100000377,24.57
100000378,24.6
100000379,24.83
100000380,24.75
100000381,24.68
100000382,24.63
100000383,24.43
100000384,24.39
100000385,24.32
100000386,24.34
100000387,24.39
100000388,24.59
100000389,24.69
100000390,24.64
100000391,24.56
100000392,24.62
100000393,24.5
100000394,24.69
100000395,24.82
100000396,24.79
100000397,24.62
100000398,24.77
100000399,24.77
100000400,24.9
100000401,24.75
100000402,24.7
100000403,24.71
100000404,24.73
100000405,24.69
100000406,24.77
100000407,24.67
100000408,24.66
100000409,24.69
100000410,24.75
100000411,24.83
100000412,24.73
100000413,24.58
100000414,24.72
100000415,24.76
100000416,24.7
100000417,24.86
100000418,24.89
100000419,25.01
100000420,25.03
100000421,25.25
100000422,25.43
100000423,25.42
100000424,25.52
100000425,25.6
100000426,25.75
100000427,25.66
100000428,25.74
100000429,25.85
100000430,25.69
100000431,25.58
100000432,25.39
100000433,25.37
100000434,25.45
100000435,25.61
100000436,25.63
100000437,25.8
100000438,25.67
100000439,25.51
100000440,25.52
100000441,25.57
100000442,25.57
100000443,25.38
100000444,25.38
100000445,25.26
100000446,25.33
100000447,25.38
100000448,25.3
100000449,25.25
100000450,25.16
100000451,25.16
100000452,25.27
100000453,25.18
100000454,25.24
100000455,25.2
100000456,25.13
100000457,25.13
100000458,25.03
100000459,24.99
100000460,24.88
100000461,25.08
100000462,25.1
100000463,25.04
100000464,25.07
100000465,25.07
100000466,25.06
100000467,25.13
100000468,25.21
100000469,25.17
100000470,25.12
100000471,25.1
100000472,24.88
100000473,24.74
100000474,24.89
100000475,25.06
100000476,25.05
100000477,25.12
100000478,25.16
100000479,25.48
100000480,25.6
100000481,25.6
100000482,25.51
100000483,25.36
100000484,25.39
100000485,25.32
100000486,25.19
100000487,25.14
100000488,25.04
100000489,25.22
100000490,25.32
100000491,25.32
100000492,25.48
100000493,25.5
100000494,25.42
100000495,25.59
100000496,25.65
100000497,25.56
100000498,25.55
100000499,25.47
100000500,25.34
100000501,25.44
100000502,25.65
100000503,25.52
100000504,25.58
100000505,25.53
100000506,25.49
100000507,25.44
100000508,25.36
100000509,25.38
100000510,25.3
100000511,25.34
100000512,25.35
100000513,25.33
100000514,25.25
100000515,25.2
100000516,25.29
100000517,25.35
100000518,25.26
100000519,25.28
100000520,25.37
100000521,25.21
100000522,25.27
100000523,25.22
100000524,25.29
100000525,25.22
100000526,25.05
100000527,24.9
100000528,24.91
100000529,24.95
100000530,24.87
100000531,24.94
100000532,24.78
100000533,24.79
100000534,24.68
100000535,24.62
100000536,24.64
100000537,24.56
100000538,24.53
100000539,24.64
100000540,24.59
100000541,24.69
100000542,24.58
100000543,24.65
100000544,24.8
100000545,24.56
100000546,24.49
100000547,24.56
100000548,24.55
100000549,24.6
100000550,24.55
100000551,24.57
100000552,24.56
100000553,24.69
100000554,24.72
100000555,24.77
100000556,24.74
100000557,24.7
100000558,24.66
100000559,24.71
100000560,24.68
100000561,24.72
100000562,24.94
100000563,25.04
100000564,25.01
100000565,25.14
100000566,25.11
100000567,24.92
100000568,24.83
100000569,24.65
100000570,24.63
100000571,24.64
100000572,24.82
100000573,24.86
100000574,24.85
100000575,24.94
100000576,24.73
100000577,24.76
100000578,24.85
100000579,24.71
100000580,24.83
100000581,24.88
100000582,24.85
100000583,24.92
100000584,25.16
100000585,25.19
100000586,25.22
100000587,25.18
100000588,25.11
100000589,25.2
100000590,25.13
100000591,25.14
100000592,25.11
100000593,25.16
100000594,25.21
100000595,25.32
100000596,25.28
100000597,25.26
100000598,25.18
100000599,25.14
100000600,25.19
100000601,25.27
100000602,25.19
100000603,25.29
100000604,25.43
100000605,25.49
100000606,25.68
100000607,25.62
100000608,25.5
100000609,25.33
100000610,25.49
100000611,25.57
100000612,25.57
100000613,25.61
100000614,25.51
100000615,25.76
100000616,25.79
100000617,25.81
100000618,25.89
100000619,25.95
100000620,25.98
100000621,25.91
100000622,25.97
100000623,26.17
100000624,26.31
100000625,26.48
100000626,26.44
100000627,26.35
100000628,26.35
100000629,26.36
100000630,26.48
100000631,26.32
100000632,26.49
100000633,26.48
100000634,26.45
100000635,26.36
100000636,26.2
100000637,26.29
100000638,26.31
100000639,26.19
100000640,26.07
100000641,26.05
100000642,26.23
100000643,26.21
100000644,26.07
100000645,26.06
100000646,26.04
100000647,25.78
100000648,25.78
100000649,25.77
100000650,25.85
100000651,26.04
100000652,26.17
100000653,26.15
100000654,26.05
100000655,26.32
100000656,26.33
100000657,26.34
100000658,26.35
100000659,26.38
100000660,26.38
100000661,26.33
100000662,26.28
100000663,26.29
100000664,26.25
100000665,26.19
100000666,26.21
100000667,26.19
100000668,26.35
100000669,26.1
100000670,26.22
100000671,26.35
100000672,26.15
100000673,26.13
100000674,26.1
100000675,25.97
100000676,25.9
100000677,25.8
100000678,25.99
100000679,26.09
100000680,26.23
100000681,26.31
100000682,26.21
100000683,26.16
100000684,26.22
100000685,26.11
100000686,26.19
100000687,26.18
100000688,26.15
100000689,26.23
100000690,26.29
100000691,26.26
100000692,26.39
100000693,26.29
100000694,26.36
100000695,26.43
100000696,26.41
100000697,26.45
100000698,26.34
100000699,26.44
100000700,26.43
100000701,26.39
100000702,26.5
100000703,26.44
100000704,26.31
100000705,26.17
100000706,26.24
100000707,26.12
100000708,26.3
100000709,26.11
100000710,26.28
100000711,26.32
100000712,26.32
100000713,26.27
100000714,26.32
100000715,26.33
100000716,26.45
100000717,26.47
100000718,26.49
100000719,26.47
100000720,26.47
100000721,26.51
100000722,26.35
100000723,26.23
100000724,26.31
100000725,26.34
100000726,26.33
100000727,26.34
100000728,26.39
100000729,26.34
100000730,26.28
100000731,26.31
100000732,26.22
100000733,26.27
100000734,26.11
100000735,26.22
100000736,26.28
100000737,26.31
100000738,26.42
100000739,26.6
100000740,26.71
100000741,26.54
100000742,26.42
100000743,26.37
100000744,26.38
100000745,26.44
100000746,26.38
100000747,26.41
100000748,26.34
100000749,26.29
100000750,26.16
100000751,26.08
100000752,25.95
100000753,25.86
100000754,25.98
100000755,25.89
100000756,26.17
100000757,26.23
100000758,26.25
100000759,26.18
100000760,26.26
100000761,26.21
100000762,26.23
100000763,26.5
100000764,26.5
100000765,26.63
100000766,26.56
100000767,26.57
100000768,26.76
100000769,26.71
100000770,26.9
100000771,26.98
100000772,26.93
100000773,27.0
100000774,27.11
100000775,27.18
100000776,27.04
100000777,26.97
100000778,26.96
100000779,26.96
100000780,27.03
100000781,27.06
100000782,26.94
100000783,26.99
100000784,27.06
100000785,27.12
100000786,27.24
100000787,27.33
100000788,27.39
100000789,27.39
100000790,27.24
100000791,27.29
100000792,27.32
100000793,27.36
100000794,27.24
100000795,27.14
100000796,27.26
100000797,27.26
100000798,27.34
100000799,27.36
100000800,27.37
100000801,27.47
100000802,27.43
100000803,27.45
100000804,27.41
100000805,27.38
100000806,27.36
100000807,27.39
100000808,27.35
100000809,27.49
100000810,27.41
100000811,27.4
100000812,27.37
100000813,27.52
100000814,27.55
100000815,27.66
100000816,27.53
100000817,27.56
100000818,27.66
100000819,27.68
100000820,27.8
100000821,27.75
100000822,27.91
100000823,28.15
100000824,28.12
100000825,28.08
100000826,28.24
100000827,28.41
100000828,28.37
100000829,28.33
100000830,28.32
100000831,28.19
100000832,28.11
100000833,28.02
100000834,27.95
100000835,27.96
100000836,27.99
100000837,28.16
100000838,28.07
100000839,28.18
100000840,28.16
100000841,28.17
100000842,28.25
100000843,28.14
100000844,28.19
100000845,28.22
100000846,28.28
100000847,28.32
100000848,28.57
100000849,28.52
100000850,28.48
100000851,28.42
100000852,28.38
100000853,28.32
100000854,28.45
100000855,28.61
100000856,28.56
100000857,28.49
100000858,28.54
100000859,28.5
100000860,28.57
100000861,28.6
100000862,28.46
100000863,28.62
100000864,28.81
100000865,28.76
100000866,28.73
100000867,28.77
100000868,28.82
100000869,28.89
100000870,29.1
100000871,29.09
100000872,29.03
100000873,28.9
100000874,28.83
100000875,28.84
100000876,29.03
100000877,28.99
100000878,29.02
100000879,29.03
100000880,29.16
100000881,29.42
100000882,29.38
100000883,29.34
100000884,29.45
100000885,29.53
100000886,29.73
100000887,29.79
100000888,29.77
100000889,29.84
100000890,29.96
100000891,30.05
100000892,30.11
100000893,30.23
100000894,30.35
100000895,30.5
100000896,30.58
100000897,30.57
100000898,30.6
100000899,30.73
100000900,30.65
100000901,30.7
100000902,30.67
100000903,30.69
100000904,30.82
100000905,30.85
100000906,30.87
100000907,30.74
100000908,30.83
100000909,30.9
100000910,31.13
100000911,31.11
100000912,31.14
100000913,31.17
100000914,31.34
100000915,31.34
100000916,31.38
100000917,31.45
100000918,31.48
100000919,31.44
100000920,31.47
100000921,31.59
100000922,31.5
100000923,31.52
100000924,31.46
100000925,31.59
100000926,31.45
100000927,31.4
100000928,31.45
100000929,31.62
100000930,31.62
100000931,31.57
100000932,31.77
100000933,31.64
100000934,31.43
100000935,31.48
100000936,31.44
100000937,31.35
100000938,31.43
100000939,31.46
100000940,31.42
100000941,31.3
100000942,31.4
100000943,31.47
100000944,31.47
100000945,31.67
100000946,31.57
100000947,31.43
100000948,31.37
100000949,31.37
100000950,31.41
100000951,31.39
100000952,31.44
100000953,31.32
100000954,31.48
100000955,31.48
100000956,31.6
100000957,31.65
100000958,31.7
100000959,31.77
100000960,31.82
100000961,31.9
100000962,32.04
100000963,32.07
100000964,32.15
100000965,32.15
100000966,32.31
100000967,32.25
100000968,32.44
100000969,32.44
100000970,32.31
100000971,32.33
100000972,32.28
100000973,32.37
100000974,32.32
100000975,32.28
100000976,32.1
100000977,32.07
100000978,31.83
100000979,31.69
100000980,31.77
100000981,31.86
100000982,31.91
100000983,31.83
100000984,31.83
100000985,31.84
100000986,31.74
100000987,31.9
100000988,31.99
100000989,31.98
100000990,31.99
100000991,32.02
100000992,31.83
100000993,31.82
100000994,31.76
100000995,31.67
100000996,31.65
100000997,31.84
100000998,31.91
100000999,31.87
100001000,31.93
